procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0 24216472 145684 3172292    0    0     0    18 1940 1911  5  8 87  0  0  0
 1  0      0 24183588 145692 3172296    0    0     0    10 1836 1841  5  8 87  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0 24190924 145700 3172296    0    0     0     6 1876 1902  5  8 87  0  0  0
 1  0      0 24216108 145708 3172300    0    0     0    10 1920 1903  5  8 87  0  0  0
 1  0      0 24143348 145716 3172304    0    0     0    23 1906 1883  5  8 87  0  0  0
 1  0      0 24174548 145732 3172316    0    0     0    44 1888 1892  5  8 87  0  0  0
 1  0      0 24183900 145732 3172316    0    0     0     2 1913 1888  5  8 87  0  0  0
 1  0      0 24200124 145740 3172320    0    0     0    33 1898 1838  5  8 87  0  0  0
 1  0      0 24244108 145748 3172320    0    0     0     8 2011 1885  5  8 87  0  0  0
 1  0      0 24204228 145756 3172328    0    0     0    13 1890 1882  5  8 87  0  0  0
 1  0      0 24214612 145764 3172328    0    0     0    12 1897 1869  5  8 87  0  0  0
 1  0      0 24162096 145772 3172332    0    0     0     6 1888 1883  5  8 87  0  0  0
 1  0      0 24091000 145780 3172336    0    0     0    14 1866 1879  5  8 87  0  0  0
 1  0      0 24158280 145788 3172336    0    0     0     9 1837 1873  5  8 87  0  0  0
 1  0      0 24177992 145796 3172340    0    0     0    10 1852 1830  5  8 87  0  0  0
 1  0      0 24207348 145804 3172340    0    0     0    10 1870 1894  5  8 87  0  0  0
 1  0      0 24178376 145812 3172344    0    0     0    16 1958 1928  5  8 87  0  0  0
 1  0      0 24190728 145820 3172344    0    0     0    13 1826 1872  5  8 87  0  0  0
 1  0      0 24210152 145828 3172348    0    0     0     9 1861 1875  5  8 87  0  0  0
 1  0      0 24206956 145836 3172348    0    0     0    29 1892 1886  5  8 87  0  0  0
 1  0      0 24197376 145844 3172356    0    0     0    14 1892 1845  5  8 87  0  0  0
 2  0      0 24195480 145852 3172356    0    0     0    16 1844 1881  5  8 87  0  0  0
 1  0      0 24186256 145860 3172360    0    0     0    11 1863 1883  5  8 87  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0 24151784 145868 3172360    0    0     0     6 1921 1879  5  8 87  0  0  0
 1  0      0 24206644 145876 3172364    0    0     0     8 1861 1887  5  8 87  0  0  0
 1  0      0 24211652 145884 3172364    0    0     0    14 1843 1881  5  8 87  0  0  0
 1  0      0 24208964 145892 3172368    0    0     0     6 1835 1851  5  8 87  0  0  0
 1  0      0 24157448 145900 3172368    0    0     0     8 1927 1883  5  8 87  0  0  0
 2  0      0 24190680 145908 3172372    0    0     0    18 1907 1882  5  8 87  0  0  0
 1  0      0 24148532 145916 3172372    0    0     0     8 1999 1910  5  8 87  0  0  0
 1  0      0 24152900 145924 3172376    0    0     0    12 1988 1899  5  8 87  0  0  0
 1  0      0 24134572 145932 3172376    0    0     0    16 1916 1873  5  8 87  0  0  0
 2  0      0 24184340 145940 3172384    0    0     0    14 1921 1885  5  8 87  0  0  0
 1  0      0 24183056 145948 3172388    0    0     0    50 2034 1875  5  8 87  0  0  0
 1  0      0 24163012 145956 3172388    0    0     0    11 1946 1904  5  8 87  0  0  0
 1  0      0 24159888 145964 3172392    0    0     0     9 1959 1906  5  8 87  0  0  0
 1  0      0 24200156 145972 3172392    0    0     0    11 1887 1876  5  8 87  0  0  0
 1  0      0 24190156 145980 3172396    0    0     0     3 1925 1868  5  8 87  0  0  0
 1  0      0 24195300 145988 3172396    0    0     0    13 2041 1871  5  8 87  0  0  0
 1  0      0 24199508 145996 3172404    0    0     0     8 1813 1882  5  8 87  0  0  0
 1  0      0 24198004 146004 3172404    0    0     0    17 1919 1876  5  8 87  0  0  0
 1  0      0 24166928 146012 3172412    0    0     0    18 1914 1915  5  8 87  0  0  0
 1  0      0 24178096 146020 3172412    0    0     0     9 1980 1924  5  8 87  0  0  0
 1  0      0 24199168 146028 3172420    0    0     0    13 2017 2015  6  7 86  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0 24238620 146036 3172420    0    0     0     8 1850 1888  5  8 87  0  0  0
 1  0      0 24179404 146044 3172424    0    0     0     5 1852 1850  5  8 87  0  0  0
 1  0      0 24187324 146052 3172424    0    0     0    12 1872 1872  5  8 87  0  0  0
 1  0      0 24198412 146060 3172428    0    0     0     8 1940 1886  5  8 87  0  0  0
 1  0      0 24194648 146068 3172428    0    0     0     6 1922 1878  5  8 87  0  0  0
 1  0      0 24183404 146076 3172432    0    0     0    14 1877 1850  5  8 87  0  0  0
 1  0      0 24158984 146084 3172432    0    0     0    26 1850 1867  5  8 87  0  0  0
 1  0      0 24191328 146092 3172436    0    0     0    16 1858 1864  5  8 87  0  0  0
 1  0      0 24171528 146100 3172440    0    0     0    15 1853 1872  5  8 87  0  0  0
 2  0      0 24221644 146108 3172440    0    0     0    12 1832 1877  5  8 87  0  0  0
 1  0      0 24182204 146108 3172444    0    0     0    13 1758 1850  5  8 87  0  0  0
 1  0      0 24160328 146116 3172448    0    0     0     8 1742 1857  5  8 87  0  0  0
 1  0      0 24139364 146124 3172448    0    0     0    13 1835 1875  5  8 87  0  0  0
 2  0      0 24141652 146132 3172452    0    0     0     9 1887 1899  5  8 87  0  0  0
 1  0      0 24228772 146140 3172452    0    0     0     9 1946 1871  5  8 87  0  0  0
 1  0      0 24134860 146148 3172456    0    0     0    17 2369 1989  6  8 86  0  0  0
 1  0      0 24110632 146156 3172456    0    0     0    22 1930 1972  5  8 87  0  0  0
 1  0      0 24112008 146164 3172460    0    0     0    11 1853 1883  5  8 87  0  0  0
 1  0      0 24209768 146172 3172460    0    0     0    11 1871 1864  5  8 87  0  0  0
 1  0      0 24137516 146180 3172464    0    0     0     7 1861 1928  5  8 87  0  0  0
 1  0      0 24146692 146188 3172464    0    0     0    22 1782 1859  5  8 87  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 2  0      0 24158640 146204 3172476    0    0     0    35 2162 1944  6  8 86  0  0  0
 1  0      0 24151836 146204 3172476    0    0     0    19 1903 1882  5  8 87  0  0  0
 1  0      0 24120192 146212 3172480    0    0     0    18 1855 1899  5  8 87  0  0  0
 1  0      0 24091664 146220 3172480    0    0     0    24 1943 1920  5  8 87  0  0  0
 1  0      0 24206252 146228 3172484    0    0     0     9 1930 1884  5  8 87  0  0  0
 1  0      0 24266644 146236 3172484    0    0     0    10 1961 1848  5  8 87  0  0  0
 1  0      0 24222848 146244 3172488    0    0     0     9 1897 1899  5  8 87  0  0  0
 1  0      0 24154504 146252 3172488    0    0     0    13 1813 1866  5  8 87  0  0  0
 1  0      0 24165952 146260 3172492    0    0     0     8 1831 1872  5  8 87  0  0  0
 1  0      0 24160056 146268 3172492    0    0     0     9 1885 1863  5  8 87  0  0  0
 1  0      0 24164932 146276 3172496    0    0     0     6 1843 1905  5  8 87  0  0  0
 1  0      0 24207472 146284 3172500    0    0     0    10 1905 1887  5  8 87  0  0  0
 1  0      0 24174344 146292 3172500    0    0     0    13 1871 1889  5  8 87  0  0  0
 1  0      0 24124300 146300 3172504    0    0     0    10 1926 1877  5  8 87  0  0  0
 1  0      0 24154552 146308 3172504    0    0     0     8 1888 1869  5  8 87  0  0  0
 1  0      0 24188132 146316 3172508    0    0     0    10 1876 1877  5  8 87  0  0  0
 1  0      0 24098828 146332 3172512    0    0     0    34 1898 1885  5  8 87  0  0  0
 3  0      0 24130076 146340 3172520    0    0     0    11 1820 1851  5  8 87  0  0  0
 1  0      0 24194524 146348 3172520    0    0     0    18 1875 1875  5  8 87  0  0  0
 1  0      0 24185868 146356 3172524    0    0     0    11 1882 1908  5  8 87  0  0  0
 1  0      0 24148692 146356 3172524    0    0     0     5 1949 1877  5  8 87  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0 24190500 146364 3172528    0    0     0     5 1806 1860  5  8 87  0  0  0
 2  0      0 24160616 146372 3172528    0    0     0    10 1841 1892  5  8 87  0  0  0
 1  0      0 24163244 146380 3172540    0    0     0   962 1927 1904  6  8 86  0  0  0
 1  0      0 24155052 146388 3172524    0    0     0   846 1775 1861  5  8 87  0  0  0
 1  0      0 24130792 146396 3172528    0    0     0    31 1922 1881  5  8 87  0  0  0
 1  0      0 24146668 146404 3172528    0    0     0     5 1869 1863  5  8 87  0  0  0
 1  0      0 24162060 146420 3172540    0    0     0  1859 1982 1950  5  8 87  0  0  0
 1  0      0 24242192 146428 3172544    0    0     0    58 1977 1939  5  8 86  0  0  0
 1  0      0 24181388 146436 3172548    0    0     0    18 1841 1862  5  8 87  0  0  0
 1  0      0 24212064 146436 3172548    0    0     0     7 1788 1857  5  8 87  0  0  0
 1  0      0 24222628 146444 3172556    0    0     0    14 1842 1874  5  8 87  0  0  0
 1  0      0 24165580 146452 3172560    0    0     0    19 1918 1887  5  8 87  0  0  0
 1  0      0 24150988 146460 3172560    0    0     0    13 2059 1870  5  8 87  0  0  0
 1  0      0 24107960 146468 3172564    0    0     0     6 2048 1900  5  8 87  0  0  0
 1  0      0 24158312 146476 3172564    0    0     0    12 1933 1878  5  8 87  0  0  0
 1  0      0 24200044 146484 3172572    0    0     0    14 1820 1850  5  8 87  0  0  0
 1  0      0 24189732 146492 3172572    0    0     0    18 1830 1877  5  8 87  0  0  0
 1  0      0 24241192 146500 3172576    0    0     0     7 1784 1856  5  8 87  0  0  0
 1  0      0 24203524 146508 3172576    0    0     0    11 1838 1873  5  8 87  0  0  0
 1  0      0 24132936 146516 3172580    0    0     0    10 1863 1880  5  8 87  0  0  0
 1  0      0 24202956 146524 3172580    0    0     0     6 1818 1877  5  8 87  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0 24198456 146532 3172584    0    0     0    10 1894 1911  5  8 87  0  0  0
 1  0      0 24245976 146540 3172584    0    0     0    14 1828 1918  5  8 87  0  0  0
 1  0      0 24172732 146548 3172588    0    0     0     6 1854 1907  5  8 87  0  0  0
 1  0      0 24154016 146556 3172588    0    0     0    11 1907 1913  5  8 87  0  0  0
 1  0      0 24160692 146564 3172592    0    0     0     6 1951 1906  5  8 87  0  0  0
 1  0      0 24162336 146572 3172592    0    0     0    18 1840 1898  5  8 87  0  0  0
 1  0      0 24152956 146580 3172596    0    0     0    13 1815 1884  5  8 87  0  0  0
 1  0      0 24176484 146596 3172596    0    0     0    38 1832 1853  5  8 87  0  0  0
 1  0      0 24203836 146604 3172600    0    0     0    17 1874 1869  5  8 87  0  0  0
 1  0      0 24157444 146604 3172600    0    0     0    10 1762 1877  5  8 87  0  0  0
 1  0      0 24144904 146612 3172604    0    0     0     6 1807 1887  5  8 87  0  0  0
 1  0      0 24191180 146620 3172608    0    0     0    17 1857 1890  5  8 87  0  0  0
 1  0      0 24171112 146628 3172608    0    0     0    22 1866 1918  5  8 87  0  0  0
 1  0      0 24165740 146636 3172612    0    0     0    14 1820 1876  5  8 87  0  0  0
 1  0      0 24188852 146644 3172612    0    0     0    10 1915 1911  5  8 87  0  0  0
 1  0      0 24206760 146652 3172616    0    0     0     7 1904 1869  5  8 87  0  0  0
 1  0      0 24245504 146660 3172616    0    0     0     8 1913 1902  5  8 87  0  0  0
 1  0      0 24215700 146668 3172620    0    0     0    15 1901 1894  5  8 87  0  0  0
 1  0      0 24148488 146684 3172628    0    0     0    50 1879 1913  5  8 87  0  0  0
 1  0      0 24218132 146684 3172632    0    0     0    53 1908 1870  5  8 87  0  0  0
 1  0      0 24192908 146692 3172632    0    0     0    30 1872 1846  5  8 87  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0 24133140 146700 3172636    0    0     0     7 1921 1871  5  8 87  0  0  0
 1  0      0 24087736 146708 3172636    0    0     0     6 1890 1888  5  8 87  0  0  0
 1  0      0 24148332 146716 3172640    0    0     0     9 1879 1880  5  8 87  0  0  0
 1  0      0 24169280 146724 3172640    0    0     0    15 1962 1906  5  8 87  0  0  0
 1  0      0 24181476 146732 3172644    0    0     0    14 1910 1925  5  8 87  0  0  0
 1  0      0 24147780 146740 3172644    0    0     0    13 1946 1894  5  8 87  0  0  0
 1  0      0 24141508 146748 3172648    0    0     0     5 1928 1871  5  8 87  0  0  0
 1  0      0 24157528 146756 3172648    0    0     0     8 1997 1914  5  8 87  0  0  0
 1  0      0 24211112 146764 3172652    0    0     0    15 2309 1932  6  8 86  0  0  0
 1  0      0 24137204 146772 3172652    0    0     0    15 1852 1936  5  8 87  0  0  0
 1  0      0 24166396 146780 3172660    0    0     0     7 1922 1899  5  8 87  0  0  0
 1  0      0 24150656 146788 3172668    0    0     0     7 1822 1847  5  8 87  0  0  0
 1  0      0 24146584 146796 3172668    0    0     0    19 1833 1876  5  8 87  0  0  0
 1  0      0 24164536 146804 3172672    0    0     0     9 1874 1890  5  8 87  0  0  0
 1  0      0 24112140 146812 3172672    0    0     0     9 1890 1876  5  8 87  0  0  0
 1  0      0 24193268 146820 3172676    0    0     0     8 1825 1882  5  8 87  0  0  0
 1  0      0 24245504 146828 3172676    0    0     0     9 1913 1965  6  7 87  0  0  0
 1  0      0 24232272 146836 3172688    0    0     0     8 1932 1896  5  8 87  0  0  0
 1  0      0 24171448 146844 3172692    0    0     0    11 1854 1845  5  8 87  0  0  0
 1  0      0 24165396 146852 3172696    0    0     0     8 1875 1897  5  8 87  0  0  0
 1  0      0 24169540 146860 3172696    0    0     0    14 1865 1897  5  8 87  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0 24151268 146868 3172700    0    0     0    13 1903 1887  5  8 87  0  0  0
 1  0      0 24195764 146876 3172700    0    0     0     7 1859 1876  5  8 87  0  0  0
 1  0      0 24218620 146884 3172704    0    0     0     7 1778 1866  5  8 87  0  0  0
 1  0      0 24179380 146900 3172704    0    0     0    44 1890 1895  5  8 87  0  0  0
 1  0      0 24186696 146908 3172708    0    0     0    46 1879 1889  5  8 87  0  0  0
 3  0      0 24189640 146916 3172708    0    0     0    17 1850 1886  5  8 87  0  0  0
 2  0      0 24225168 146916 3172712    0    0     0     5 1869 1886  5  8 87  0  0  0
 1  0      0 24208428 146924 3172712    0    0     0    10 1768 1885  5  8 87  0  0  0
 1  0      0 24110984 146932 3172716    0    0     0     6 1873 1866  5  8 87  0  0  0
 1  0      0 24121556 146940 3172716    0    0     0    10 1839 1829  5  8 87  0  0  0
 1  0      0 24205672 146948 3172720    0    0     0     8 1871 1905  5  8 87  0  0  0
 1  0      0 24169712 146956 3172724    0    0     0    15 1888 1877  5  8 87  0  0  0
 1  0      0 24146384 146964 3172728    0    0     0    14 1897 1872  5  8 87  0  0  0
 1  0      0 24114452 146972 3172732    0    0     0    15 1903 1889  5  8 87  0  0  0
 1  0      0 24140588 146980 3172732    0    0     0    11 1917 1885  5  8 87  0  0  0
 1  0      0 24187332 146988 3172736    0    0     0     8 1838 1850  5  8 87  0  0  0
 1  0      0 24121564 146996 3172736    0    0     0    11 1910 1887  5  8 87  0  0  0
 1  0      0 24204464 147004 3172740    0    0     0     9 1883 1918  5  8 87  0  0  0
 1  0      0 24169384 147012 3172740    0    0     0    18 1870 1890  5  8 87  0  0  0
 1  0      0 24191276 147020 3172744    0    0     0     8 1825 1877  5  8 87  0  0  0
 1  0      0 24147776 147028 3172744    0    0     0     6 1879 1874  5  8 87  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 5  0      0 24200232 147036 3172748    0    0     0     8 1815 1846  5  8 87  0  0  0
 1  0      0 24181484 147044 3172748    0    0     0    13 1840 1878  5  8 87  0  0  0
 1  0      0 24154940 147052 3172752    0    0     0    11 1948 1881  5  8 87  0  0  0
 1  0      0 24120720 147060 3172756    0    0     0    10 1971 1902  5  8 87  0  0  0
 1  0      0 24140008 147068 3172760    0    0     0    11 1910 1878  5  8 87  0  0  0
 1  0      0 24185352 147076 3172760    0    0     0    10 1882 1883  5  8 87  0  0  0
 1  0      0 24204932 147084 3172764    0    0     0     8 1816 1897  5  8 87  0  0  0
 1  0      0 24123824 147092 3172764    0    0     0    11 1869 1871  5  8 87  0  0  0
 1  0      0 24218372 147100 3172768    0    0     0    14 1806 1884  5  8 87  0  0  0
 1  0      0 24141424 147108 3172768    0    0     0    23 1822 1923  5  8 87  0  0  0
 1  0      0 24142952 147116 3172772    0    0     0    10 1865 1899  5  8 87  0  0  0
 1  0      0 24166564 147124 3172776    0    0     0     7 1897 1880  5  8 87  0  0  0
